ProductCode,Description,Description2,Description3,Barcode,Image,URL,Condition,Price,Picture 1,Picture 2,Picture 3
373145069,Hvs VIC Rail 1/2ZIP POLAR Flce Orange 4XL,Orange,4XL,9335975190229,https://www.dncworkwear.com.au/images/hires/3731 Front 1500.jpg,https://www.dncworkwear.com.au/Product/373145069,,$34.80 ,3731 Front 1500.jpg,3731 Back 275.jpg,
373145070,Hvs VIC Rail 1/2ZIP POLAR Flce Orange 5XL,Orange,5XL,9335975190236,https://www.dncworkwear.com.au/images/hires/3731 Front 1500.jpg,https://www.dncworkwear.com.au/Product/373145070,,$34.80 ,3731 Front 1500.jpg,3731 Back 275.jpg,
373145071,Hvs VIC Rail 1/2ZIP POLAR Flce Orange 6XL,Orange,6XL,9335975190243,https://www.dncworkwear.com.au/images/hires/3731 Front 1500.jpg,https://www.dncworkwear.com.au/Product/373145071,,$34.80 ,3731 Front 1500.jpg,3731 Back 275.jpg,
3732,HiVis Cool-Breeze Vertical Vented Cotton Shirt - Long sleeve,,,,https://www.dncworkwear.com.au/images/hires/3732357.jpg,https://www.dncworkwear.com.au/Product/3732,,$24.95 ,3732357.jpg,3732 Back.jpg,3732-1.jpg
373235762,Hi vertical-vented ctn sht L/S Yellow/Navy XS,Yellow/Navy,XS,9335975127607,https://www.dncworkwear.com.au/images/hires/3732357.jpg,https://www.dncworkwear.com.au/Product/373235762,,$24.95 ,3732357.jpg,,
373235763,Hi vertical-vented ctn sht L/S Yellow/Navy S,Yellow/Navy,S,9335975127614,https://www.dncworkwear.com.au/images/hires/3732357.jpg,https://www.dncworkwear.com.au/Product/373235763,,$24.95 ,3732357.jpg,,
373235764,Hi vertical-vented ctn sht L/S Yellow/Navy M,Yellow/Navy,M,9335975127621,https://www.dncworkwear.com.au/images/hires/3732357.jpg,https://www.dncworkwear.com.au/Product/373235764,,$24.95 ,3732357.jpg,,
373235765,Hi vertical-vented ctn sht L/S Yellow/Navy L,Yellow/Navy,L,9335975127638,https://www.dncworkwear.com.au/images/hires/3732357.jpg,https://www.dncworkwear.com.au/Product/373235765,,$24.95 ,3732357.jpg,,
373235766,Hi vertical-vented ctn sht L/S Yellow/Navy XL,Yellow/Navy,XL,9335975127645,https://www.dncworkwear.com.au/images/hires/3732357.jpg,https://www.dncworkwear.com.au/Product/373235766,,$24.95 ,3732357.jpg,,
373235767,Hi vertical-vented ctn sht L/S Yellow/Navy 2XL,Yellow/Navy,2XL,9335975127652,https://www.dncworkwear.com.au/images/hires/3732357.jpg,https://www.dncworkwear.com.au/Product/373235767,,$24.95 ,3732357.jpg,,
