Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product Origin Country,Product Material,Product Collection Id,Product Type Id,Product Discountable,Product External Id,Product Created At,Product Deleted At,Product Hs Code,Product Image 1,Product Image 2,Product Is Giftcard,Product Mid Code,Product Sales Channel 1,Product Tag 1,Product Tag 2,Product Updated At,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Origin Country,Variant Price AUD,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
,ramo-womens-junior-heavy-zip-fleece-hoodie-fz99un,Ramo Womens/Junior Heavy Zip Fleece Hoodie,Heavy Hoodie,370gsm 80% cotton 20% poly brushed fleece hoodie heavy weight kangaroo pocket full lining hood Modern Natural draw string top stitches through out,published,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_navymarl_side.jpg,,,,,,,,,true,,,,,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_navymarl_side.jpg,https://www.ramo.com.au/persistent/catalogue_images/products/FZ99UN_1.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,,,,,16 / Navy Marl,FZ99UNM_NM_16,,,,,true,false,FZ99UNM_NM_16,,,,,,,Size,16,Colour,Navy Marl,,30.30,,,66,,
,ramo-womens-junior-heavy-zip-fleece-hoodie-fz99un,Ramo Womens/Junior Heavy Zip Fleece Hoodie,Heavy Hoodie,370gsm 80% cotton 20% poly brushed fleece hoodie heavy weight kangaroo pocket full lining hood Modern Natural draw string top stitches through out,published,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_navymarl_side.jpg,,,,,,,,,true,,,,,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_navymarl_side.jpg,https://www.ramo.com.au/persistent/catalogue_images/products/FZ99UN_1.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,,,,,4 / Navy Marl,FZ99UNM_NM_4,,,,,true,false,FZ99UNM_NM_4,,,,,,,Size,4,Colour,Navy Marl,,30.30,,,67,,
,ramo-womens-junior-heavy-zip-fleece-hoodie-fz99un,Ramo Womens/Junior Heavy Zip Fleece Hoodie,Heavy Hoodie,370gsm 80% cotton 20% poly brushed fleece hoodie heavy weight kangaroo pocket full lining hood Modern Natural draw string top stitches through out,published,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_navymarl_front.jpg,,,,,,,,,true,,,,,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_navymarl_front.jpg,https://www.ramo.com.au/persistent/catalogue_images/products/FZ99UN_1.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,,,,,6 / Navy Marl,FZ99UNM_NM_6,,,,,true,false,FZ99UNM_NM_6,,,,,,,Size,6,Colour,Navy Marl,,30.30,,,68,,
,ramo-womens-junior-heavy-zip-fleece-hoodie-fz99un,Ramo Womens/Junior Heavy Zip Fleece Hoodie,Heavy Hoodie,370gsm 80% cotton 20% poly brushed fleece hoodie heavy weight kangaroo pocket full lining hood Modern Natural draw string top stitches through out,published,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_navymarl_front.jpg,,,,,,,,,true,,,,,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_navymarl_front.jpg,https://www.ramo.com.au/persistent/catalogue_images/products/FZ99UN_1.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,,,,,8 / Navy Marl,FZ99UNM_NM_8,,,,,true,false,FZ99UNM_NM_8,,,,,,,Size,8,Colour,Navy Marl,,30.30,,,69,,
,ramo-womens-junior-heavy-zip-fleece-hoodie-fz99un,Ramo Womens/Junior Heavy Zip Fleece Hoodie,Heavy Hoodie,370gsm 80% cotton 20% poly brushed fleece hoodie heavy weight kangaroo pocket full lining hood Modern Natural draw string top stitches through out,published,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_newcharcoal_front.jpg,,,,,,,,,true,,,,,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_newcharcoal_front.jpg,https://www.ramo.com.au/persistent/catalogue_images/products/FZ99UN_1.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,,,,,10 / New Charcoal,FZ99UN_C1_10,,,,,true,false,FZ99UN_C1_10,,,,,,,Size,10,Colour,New Charcoal,,29.20,,,70,,
,ramo-womens-junior-heavy-zip-fleece-hoodie-fz99un,Ramo Womens/Junior Heavy Zip Fleece Hoodie,Heavy Hoodie,370gsm 80% cotton 20% poly brushed fleece hoodie heavy weight kangaroo pocket full lining hood Modern Natural draw string top stitches through out,published,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_newcharcoal_back.jpg,,,,,,,,,true,,,,,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_newcharcoal_back.jpg,https://www.ramo.com.au/persistent/catalogue_images/products/FZ99UN_1.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,,,,,12 / New Charcoal,FZ99UN_C1_12,,,,,true,false,FZ99UN_C1_12,,,,,,,Size,12,Colour,New Charcoal,,29.20,,,71,,
,ramo-womens-junior-heavy-zip-fleece-hoodie-fz99un,Ramo Womens/Junior Heavy Zip Fleece Hoodie,Heavy Hoodie,370gsm 80% cotton 20% poly brushed fleece hoodie heavy weight kangaroo pocket full lining hood Modern Natural draw string top stitches through out,published,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_newcharcoal_back.jpg,,,,,,,,,true,,,,,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_newcharcoal_back.jpg,https://www.ramo.com.au/persistent/catalogue_images/products/FZ99UN_1.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,,,,,14 / New Charcoal,FZ99UN_C1_14,,,,,true,false,FZ99UN_C1_14,,,,,,,Size,14,Colour,New Charcoal,,29.20,,,72,,
,ramo-womens-junior-heavy-zip-fleece-hoodie-fz99un,Ramo Womens/Junior Heavy Zip Fleece Hoodie,Heavy Hoodie,370gsm 80% cotton 20% poly brushed fleece hoodie heavy weight kangaroo pocket full lining hood Modern Natural draw string top stitches through out,published,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_newcharcoal_back.jpg,,,,,,,,,true,,,,,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_newcharcoal_back.jpg,https://www.ramo.com.au/persistent/catalogue_images/products/FZ99UN_1.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,,,,,16 / New Charcoal,FZ99UN_C1_16,,,,,true,false,FZ99UN_C1_16,,,,,,,Size,16,Colour,New Charcoal,,29.20,,,73,,
,ramo-womens-junior-heavy-zip-fleece-hoodie-fz99un,Ramo Womens/Junior Heavy Zip Fleece Hoodie,Heavy Hoodie,370gsm 80% cotton 20% poly brushed fleece hoodie heavy weight kangaroo pocket full lining hood Modern Natural draw string top stitches through out,published,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_newcharcoal_back.jpg,,,,,,,,,true,,,,,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_newcharcoal_back.jpg,https://www.ramo.com.au/persistent/catalogue_images/products/FZ99UN_1.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,,,,,4 / New Charcoal,FZ99UN_C1_4,,,,,true,false,FZ99UN_C1_4,,,,,,,Size,4,Colour,New Charcoal,,29.20,,,74,,
,ramo-womens-junior-heavy-zip-fleece-hoodie-fz99un,Ramo Womens/Junior Heavy Zip Fleece Hoodie,Heavy Hoodie,370gsm 80% cotton 20% poly brushed fleece hoodie heavy weight kangaroo pocket full lining hood Modern Natural draw string top stitches through out,published,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_newcharcoal_front.jpg,,,,,,,,,true,,,,,https://www.ramo.com.au/persistent/catalogue_images/products/fz99un_newcharcoal_front.jpg,https://www.ramo.com.au/persistent/catalogue_images/products/FZ99UN_1.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,,,,,6 / New Charcoal,FZ99UN_C1_6,,,,,true,false,FZ99UN_C1_6,,,,,,,Size,6,Colour,New Charcoal,,29.20,,,75,,
