Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product Origin Country,Product Material,Product Collection Id,Product Type Id,Product Discountable,Product External Id,Product Created At,Product Deleted At,Product Hs Code,Product Image 1,Product Image 2,Product Is Giftcard,Product Mid Code,Product Sales Channel 1,Product Tag 1,Product Tag 2,Product Updated At,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Origin Country,Variant Price AUD,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_01_Li0R2sr.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_01_Li0R2sr.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_02_P4gCTie.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,122 / Navy,9401042643025,,,,,true,false,9401042643025,,,,,,,Size,122,Colour,Navy,,42.95,,,26,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_01_Li0R2sr.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_01_Li0R2sr.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_02_P4gCTie.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,72 / Navy,9401042643032,,,,,true,false,9401042643032,,,,,,,Size,72,Colour,Navy,,42.95,,,27,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_01_Li0R2sr.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_01_Li0R2sr.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_02_P4gCTie.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,77 / Navy,9401042643049,,,,,true,false,9401042643049,,,,,,,Size,77,Colour,Navy,,42.95,,,28,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_01_Li0R2sr.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_01_Li0R2sr.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_02_P4gCTie.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,82 / Navy,9401042643056,,,,,true,false,9401042643056,,,,,,,Size,82,Colour,Navy,,42.95,,,29,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_01_Li0R2sr.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_01_Li0R2sr.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_02_P4gCTie.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,87 / Navy,9401042643063,,,,,true,false,9401042643063,,,,,,,Size,87,Colour,Navy,,42.95,,,30,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_01_Li0R2sr.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_01_Li0R2sr.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_02_P4gCTie.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,92 / Navy,9401042643070,,,,,true,false,9401042643070,,,,,,,Size,92,Colour,Navy,,42.95,,,31,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_01_Li0R2sr.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_01_Li0R2sr.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_aTalent_Navy_02_P4gCTie.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,97 / Navy,9401042643087,,,,,true,false,9401042643087,,,,,,,Size,97,Colour,Navy,,42.95,,,32,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_02_NncbPvo.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,102 / Stone,9401042643315,,,,,true,false,9401042643315,,,,,,,Size,102,Colour,Stone,,42.95,,,33,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_02_NncbPvo.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,107 / Stone,9401042643322,,,,,true,false,9401042643322,,,,,,,Size,107,Colour,Stone,,42.95,,,34,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_02_NncbPvo.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,112 / Stone,9401042643339,,,,,true,false,9401042643339,,,,,,,Size,112,Colour,Stone,,42.95,,,35,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_02_NncbPvo.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,117 / Stone,9401042643346,,,,,true,false,9401042643346,,,,,,,Size,117,Colour,Stone,,42.95,,,36,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_02_NncbPvo.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,122 / Stone,9401042643353,,,,,true,false,9401042643353,,,,,,,Size,122,Colour,Stone,,42.95,,,37,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_02_NncbPvo.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,72 / Stone,9401042643360,,,,,true,false,9401042643360,,,,,,,Size,72,Colour,Stone,,42.95,,,38,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_02_NncbPvo.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,77 / Stone,9401042643377,,,,,true,false,9401042643377,,,,,,,Size,77,Colour,Stone,,42.95,,,39,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_02_NncbPvo.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,82 / Stone,9401042643384,,,,,true,false,9401042643384,,,,,,,Size,82,Colour,Stone,,42.95,,,40,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_02_NncbPvo.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,87 / Stone,9401042643391,,,,,true,false,9401042643391,,,,,,,Size,87,Colour,Stone,,42.95,,,41,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_02_NncbPvo.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,92 / Stone,9401042643407,,,,,true,false,9401042643407,,,,,,,Size,92,Colour,Stone,,42.95,,,42,,
,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,,"Sizes: 72R - 122R; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Cotton stretch fabric moves with you as you work, Canvas weave to withstand the toughest work conditions, Cuffed hem, Elasticated waist for comfort, Double layer knee and triple stitched crotch panel for increased durability, Light garment wash gives worn in heritage look, 2 Large cargo pockets with side bellows for increased storage, Ruler pocket, Mobile phone pocket with flap closure, 2 Back hip pockets, 2 Pen pockets, 2 Side hip pockets;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,,,,,,"98% Cotton, 2% Elastane, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_01_tyX5Sdg.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP420_bProduct_Stone_02_NncbPvo.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,all,,,,97 / Stone,9401042643414,,,,,true,false,9401042643414,,,,,,,Size,97,Colour,Stone,,42.95,,,43,,
,syzmik-men-streetworx-comfort-pant-zp444,Syzmik Men Streetworx Comfort Pant ZP444,,"Sizes: 72R - 132R; Fabric: 67% Cotton, 31% Polyester, 2% Spandex, 280 GSM; Features: Hidden French terry lining gives the comfort of your favourite track pant with the durability needed for the worksite, Stretch fabric and waistband for comfort and freedom of movement at work, Double layer knee, Diamond shaped crotch panel for increased durability, 1 Large cargo pocket, 1 Mobile phone pocket with flap closure, 1 Ruler pocket and pen partition, 2 Back hip pockets, 2 Side waist pockets with wide openings, Modern Fit;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP444_bProduct_Black_01_PbOA653.jpg,,,,,,"67% Cotton, 31% Polyester, 2% Spandex, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP444_bProduct_Black_01_PbOA653.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP444_bProduct_Black_02_K0SAI2U.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,pants,,,,102 / Black,9401042560223,,,,,true,false,9401042560223,,,,,,,Size,102,Colour,Black,,45.95,,,0,,
,syzmik-men-streetworx-comfort-pant-zp444,Syzmik Men Streetworx Comfort Pant ZP444,,"Sizes: 72R - 132R; Fabric: 67% Cotton, 31% Polyester, 2% Spandex, 280 GSM; Features: Hidden French terry lining gives the comfort of your favourite track pant with the durability needed for the worksite, Stretch fabric and waistband for comfort and freedom of movement at work, Double layer knee, Diamond shaped crotch panel for increased durability, 1 Large cargo pocket, 1 Mobile phone pocket with flap closure, 1 Ruler pocket and pen partition, 2 Back hip pockets, 2 Side waist pockets with wide openings, Modern Fit;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP444_bProduct_Black_01_PbOA653.jpg,,,,,,"67% Cotton, 31% Polyester, 2% Spandex, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP444_bProduct_Black_01_PbOA653.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP444_bProduct_Black_02_K0SAI2U.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,pants,,,,107 / Black,9401042560230,,,,,true,false,9401042560230,,,,,,,Size,107,Colour,Black,,45.95,,,1,,
,syzmik-men-streetworx-comfort-pant-zp444,Syzmik Men Streetworx Comfort Pant ZP444,,"Sizes: 72R - 132R; Fabric: 67% Cotton, 31% Polyester, 2% Spandex, 280 GSM; Features: Hidden French terry lining gives the comfort of your favourite track pant with the durability needed for the worksite, Stretch fabric and waistband for comfort and freedom of movement at work, Double layer knee, Diamond shaped crotch panel for increased durability, 1 Large cargo pocket, 1 Mobile phone pocket with flap closure, 1 Ruler pocket and pen partition, 2 Back hip pockets, 2 Side waist pockets with wide openings, Modern Fit;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP444_bProduct_Black_01_PbOA653.jpg,,,,,,"67% Cotton, 31% Polyester, 2% Spandex, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP444_bProduct_Black_01_PbOA653.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP444_bProduct_Black_02_K0SAI2U.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,pants,,,,112 / Black,9401042560247,,,,,true,false,9401042560247,,,,,,,Size,112,Colour,Black,,45.95,,,2,,
,syzmik-men-streetworx-comfort-pant-zp444,Syzmik Men Streetworx Comfort Pant ZP444,,"Sizes: 72R - 132R; Fabric: 67% Cotton, 31% Polyester, 2% Spandex, 280 GSM; Features: Hidden French terry lining gives the comfort of your favourite track pant with the durability needed for the worksite, Stretch fabric and waistband for comfort and freedom of movement at work, Double layer knee, Diamond shaped crotch panel for increased durability, 1 Large cargo pocket, 1 Mobile phone pocket with flap closure, 1 Ruler pocket and pen partition, 2 Back hip pockets, 2 Side waist pockets with wide openings, Modern Fit;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP444_bProduct_Black_01_PbOA653.jpg,,,,,,"67% Cotton, 31% Polyester, 2% Spandex, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP444_bProduct_Black_01_PbOA653.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP444_bProduct_Black_02_K0SAI2U.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,pants,,,,117 / Black,9401042560254,,,,,true,false,9401042560254,,,,,,,Size,117,Colour,Black,,45.95,,,3,,
,syzmik-men-streetworx-comfort-pant-zp444,Syzmik Men Streetworx Comfort Pant ZP444,,"Sizes: 72R - 132R; Fabric: 67% Cotton, 31% Polyester, 2% Spandex, 280 GSM; Features: Hidden French terry lining gives the comfort of your favourite track pant with the durability needed for the worksite, Stretch fabric and waistband for comfort and freedom of movement at work, Double layer knee, Diamond shaped crotch panel for increased durability, 1 Large cargo pocket, 1 Mobile phone pocket with flap closure, 1 Ruler pocket and pen partition, 2 Back hip pockets, 2 Side waist pockets with wide openings, Modern Fit;",published,https://cdn.fashionbizapps.nz/honeybee/images/ZP444_bProduct_Black_01_PbOA653.jpg,,,,,,"67% Cotton, 31% Polyester, 2% Spandex, 280 GSM",,,true,,,,,https://cdn.fashionbizapps.nz/honeybee/images/ZP444_bProduct_Black_01_PbOA653.jpg,https://cdn.fashionbizapps.nz/honeybee/images/ZP444_bProduct_Black_02_K0SAI2U.jpg,false,,sc_01KP7ZJ51Y7PMZ5NA7NA8BAK5C,pants,,,,122 / Black,9401042560261,,,,,true,false,9401042560261,,,,,,,Size,122,Colour,Black,,45.95,,,4,,
