customerGroupId,STYLECODE,PRODUCT_NAME,COMPOSITION,FABRIC,SIZE_RANGE,COLOURS_COUNT,SHORT_DESCRIPTION,BOX_QTY,PRICE,CATEGORY,CATEGORY_SORT,Product URL
3,4013,Wo's Mali Racerback,100% Combed Cotton (Marles 15% Viscose),150 GSM,,,Scoop Neck - 150 GSM,96,7.5,WOMEN'S SINGLETS / TANKS,7500,
3,4014,Wo's Saturday Dress,100% Combed Cotton (Marles 15% Viscose),180 GSM,,,Relaxed Fit - Scoop Neck,66,9.25,WOMEN'S DRESSES,8500,
3,4017,Wo's Maple Tank,100% Combed Cotton (Marles 15% Viscose),180 GSM,,,Regular Fit - 180 GSM,96,8.5,WOMEN'S SINGLETS / TANKS,7500,
3,4019,Wo's Maple Scoop Tee,100% Combed Cotton (Marles 15% Viscose),180 GSM,,,Regular Fit - 180 GSM,84,7.95,WOMEN'S T-SHIRTS,7000,
3,4020,Wo's Maple L/S Tee,100% Combed Cotton (Marles 15% Viscose),180 GSM,,,Regular Fit - 180 GSM,72,10.25,WOMEN'S LONGSLEEVES,8000,
3,4020A,Wo's Maple Active L/S Tee,100% Recycled Polyester,150 GSM,,,Regular Fit - 180 GSM,72,14.75,WOMEN'S LONGSLEEVES,8000,
3,4021,Wo's Maple Curve L/S Tee,100% Combed Cotton (Marles 15% Viscose),180 GSM,,,Regular Fit - 180 GSM,72,10.5,WOMEN'S LONGSLEEVES,8000,
3,4023,Wo's Maple V Neck Tee,100% Combed Cotton (Marles 15% Viscose),180 GSM,,,Regular Fit - 180 GSM,84,9.25,WOMEN'S T-SHIRTS,7000,
3,4024,Wo's Maple Curve Tee,100% Combed Cotton (Marles 15% Viscose),180 GSM,,,Regular Fit - 180 GSM,84,7.95,WOMEN'S T-SHIRTS,7000,
3,4025,Wo's Maple Minus Tee [8cm],100% Combed Cotton (Marles 15% Viscose),180 GSM,,,8cm Shorter - 180 GSM,84,7.95,WOMEN'S T-SHIRTS,7000,
3,4026,Wo's Classic Tee,100% Combed Cotton,220 GSM,,,Regular Fit - 220 GSM,66,10.5,WOMEN'S T-SHIRTS,7000,
3,4027,Wo's Fine Stripe L/S Tee,100% Cotton,130 GSM,,,Crew Neck - Light Weight,66,11.25,WOMEN'S T-SHIRTS,7000,
3,4030,Wo's Box Tee,100% Carded Cotton,240 GSM,,,Landing February,66,11.75,WOMEN'S T-SHIRTS,7000,
3,4033,Wo's Mika Organic L/S Dress,100% Organic Combed Cotton (Marles 15% Viscose),150 GSM,,,Scoop Neck - Light Weight,60,10.25,WOMEN'S DRESSES,8500,
3,4034,Wo's Faded Organic Rib Tank,95% Organic Cotton  5% Elastane,220 GSM,,,Regular Fit - 330 GSM,90,15.75,WOMEN'S SINGLETS / TANKS,7500,
3,4035,Wo's Faded Organic Rib Crop Tank,95% Organic Cotton  5% Elastane,220 GSM,,,Regular Fit - 330 GSM,102,13.75,WOMEN'S SINGLETS / TANKS,7500,
3,4036,Wo's Faded Organic Rib Tee,95% Organic Cotton  5% Elastane,220 GSM,,,Slim Fit - 330 GSM,54,18.25,WOMEN'S T-SHIRTS,7000,
3,4037,Wo's Maple Stripe Tee,100% Combed Cotton,150 GSM,,,Regular Fit - 150 GSM,96,8.95,WOMEN'S T-SHIRTS,7000,
3,4040,Wo's Tulip Singlet,100% Combed Cotton (Marles 15% Viscose),150 GSM,,,Regular Fit - Scoop Neck,96,6.95,WOMEN'S SINGLETS / TANKS,7500,
3,4045,Wo's Yes Racerback Singlet,100% Combed Cotton (Marles 15% Viscose),120 GSM,,,Regular Fit - 120 GSM,96,6.95,WOMEN'S SINGLETS / TANKS,7500,
3,4051,Wo's Basic Tee,100% Cotton (Marles 15% Polyester),160 GSM,,,Regular Fit - 160 GSM,96,6.25,WOMEN'S T-SHIRTS,7000,
3,4053,Wo's Maple Ringer Tee,100% Combed Cotton,180 GSM,,,Regular Fit - 180 GSM,96,8.5,WOMEN'S T-SHIRTS,7000,
3,4056,Wo's Dice L/S Tee,100% Carded Cotton (Marles 15% Viscose),200 GSM,,,Regular Fit - 200 GSM,54,9.5,WOMEN'S LONGSLEEVES,8000,
3,4061,Wo's Bowery Stripe L/S Tee,100% Combed Cotton,160 GSM,,,Regular Fit - Boat Neck,66,10.5,WOMEN'S LONGSLEEVES,8000,
3,4062,Wo's Crop Tee,100% Combed Cotton (Heathers 15% Viscose),180 GSM,,,Relaxed Fit - 180 GSM,108,7.25,WOMEN'S T-SHIRTS,7000,
3,4062F,Wo's Faded Crop Tee,100% Combed Cotton,180 GSM,,,Relaxed Fit - 180 GSM,108,10.25,WOMEN'S T-SHIRTS,7000,
3,4063G,Wo's Organic Rib Tank,95% Organic Cotton  5% Elastane,330 GSM,,,Slim Fit - 330 GSM,96,13.25,WOMEN'S SINGLETS / TANKS,7500,
3,4064G,Wo's Organic Rib Crop Tank,95% Organic Cotton  5% Elastane,330 GSM,,,Slim Fit - 330 GSM,102,11.25,WOMEN'S SINGLETS / TANKS,7500,
3,4065,Wo's Maple Faded Tee,100% Combed Cotton,180 GSM,,,Regular Fit - 180 GSM,96,11.75,WOMEN'S T-SHIRTS,7000,
3,4068,Wo's Crop Tank,100% Combed Cotton,150 GSM,,,Regular Fit - 150 GSM,108,6.95,WOMEN'S SINGLETS / TANKS,7500,
3,4069,Wo's Upside Tank,100% Combed Cotton (Marles 15% Viscose),150 GSM,,,Regular Fit - 150 GSM,96,7.25,WOMEN'S SINGLETS / TANKS,7500,
3,4070,Wo's Mock L/S Tee,100% Combed Cotton,180 GSM,,,Relaxed Fit - Mid Weight,72,9.75,WOMEN'S LONGSLEEVES,8000,
3,4071,Wo's Martina L/S Tee,100% Combed Cotton,180 GSM,,,Relaxed Fit - 180 GSM,66,9.95,WOMEN'S LONGSLEEVES,8000,
3,4072,Wo's Classic Crop Tee,100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Regular Fit - 220 GSM,72,10.25,WOMEN'S T-SHIRTS,7000,
3,4073,Wo's Classic L/S Tee,100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Regular Fit - 220 GSM,54,13.5,WOMEN'S LONGSLEEVES,8000,
3,4074,Wo's Organic Rib Baby Tee,100% Organic Cotton Rib,200 GSM,,,Slim Fit - 200 GSM,72,12.75,WOMEN'S T-SHIRTS,7000,
3,4075,Wo's Organic Rib L/S Tee,100% Organic Cotton Rib,200 GSM,,,Slim Fit - 200 GSM,66,15.95,WOMEN'S LONGSLEEVES,8000,
3,4079,Wo's Classic Minus Tee [5cm],100% Combed Cotton,220 GSM,,,5cm Shorter - 220 GSM,66,10.5,WOMEN'S T-SHIRTS,7000,
3,4080,Wo's Heavy Tee,100% Carded Cotton,280 GSM,,,Relaxed Fit - 280 GSM,66,12.5,WOMEN'S T-SHIRTS,7000,
3,4082,Wo's Heavy Faded Tee,100% Carded Cotton,240 GSM,,,Relaxed Fit - 240 GSM,66,12.5,WOMEN'S T-SHIRTS,7000,
3,4083,Wo's Heavy Faded L/S Tee,100% Carded Cotton,240 GSM,,,Relaxed Fit - 240 GSM,48,16.25,WOMEN'S LONGSLEEVES,8000,
3,4084,Wo's Heavy Faded Tank,100% Carded Cotton,240 GSM,,,Relaxed Fit - 240 GSM,84,12.5,WOMEN'S SINGLETS / TANKS,7500,
3,4085,Wo's Stone Wash Heavy Tee,100% Carded Cotton,220 GSM,,,Relaxed Fit - 220 GSM,66,13.75,WOMEN'S T-SHIRTS,7000,
3,4086,Wo's Stone Wash Heavy Crop Tee,100% Carded Cotton,220 GSM,,,Relaxed Fit - 220 GSM,84,13.25,WOMEN'S T-SHIRTS,7000,
3,4089,Wo's Heavy Faded Crop Tee,100% Carded Cotton,240 GSM,,,Relaxed Fit - 240 GSM,84,12.5,WOMEN'S T-SHIRTS,7000,
3,4090,Wo's Martina Tank,100% Combed Cotton,180 GSM,,,Relaxed Fit - 180 GSM,96,7.25,WOMEN'S SINGLETS / TANKS,7500,
3,4091,Wo's Martina Crop Tank,100% Combed Cotton,180 GSM,,,Relaxed Fit - 180 GSM,96,6.95,WOMEN'S SINGLETS / TANKS,7500,
3,4092G,Wo's Organic Rib Tee,95% Organic Cotton  5% Elastane,330 GSM,,,Slim Fit - 330 GSM,48,15.75,WOMEN'S T-SHIRTS,7000,
3,4093,Wo's Martina Crop Tee,100% Combed Cotton,180 GSM,,,Relaxed Fit - 180 GSM,84,7.75,WOMEN'S T-SHIRTS,7000,
3,4094,Wo's Martina Boyfriend Tee,100% Combed Cotton,180 GSM,,,Relaxed Fit - 180 GSM,66,9.75,WOMEN'S T-SHIRTS,7000,
3,4095,Wo's Martina V Neck Tee,100% Combed Cotton,180 GSM,,,Relaxed Fit - 180 GSM,72,8.75,WOMEN'S T-SHIRTS,7000,
3,4100,Wo's Supply Crew,80% Cotton  20% Polyester Anti-Pill Fleece,290 GSM,,,Regular Fit - 290 GSM,18,18.5,WOMEN'S CREW FLEECE,8250,
3,4101,Wo's Supply Hood,80% Cotton  20% Polyester Anti-Pill Fleece,290 GSM,,,Regular Fit - 290 GSM,12,19.5,WOMEN'S HOODED FLEECE,8200,
3,4102,Wo's Stencil Hood,80% Cotton  20% Recycled Polyester Anti-Pill Fleece,350 GSM,,,Regular Fit - 350 GSM,12,29.5,WOMEN'S HOODED FLEECE,8200,
3,4125,Wo's Stencil Half Zip Crew,80% Cotton  20% Polyester Anti-Pill Fleece,350 GSM,,,Regular Fit - 350 GSM,18,26.5,WOMEN'S ZIP FLEECE,8255,
3,4145,Wo's Heavy Crew,CVC Fleece  80% Cotton  20% Polyester,400 GSM,,,Oversized Fit - 400 GSM,12,28.95,WOMEN'S CREW FLEECE,8250,
3,4146,Wo's Heavy Hood,CVC Fleece  80% Cotton  20% Polyester,400 GSM,,,Oversized Fit - 400 GSM,12,31.5,WOMEN'S HOODED FLEECE,8200,
3,4160,Wo's Relax Crew,80% Cotton  20% Recycled Polyester Anti-Pill Fleece,320 GSM,,,Relaxed Fit - 320 GSM,18,21.95,WOMEN'S CREW FLEECE,8250,
3,4161,Wo's Relax Hood,80% Cotton  20% Recycled Polyester Anti-Pill Fleece,320 GSM,,,Relaxed Fit - 320 GSM,10,25.95,WOMEN'S HOODED FLEECE,8200,
3,4162,Wo's Relax Zip Hood,80% Cotton  20% Recycled Polyester Anti-Pill Fleece,320 GSM,,,Relaxed Fit - 320 GSM,10,29.95,WOMEN'S ZIP FLEECE,8255,
3,4164,Wo's Relax Half Zip Hood,80% Cotton  20% Recycled Polyester Anti-Pill Fleece,320 GSM,,,Relaxed Fit - 320 GSM,10,27.95,WOMEN'S ZIP FLEECE,8255,
3,4165,Wo's Relax Faded Crew,80% Cotton  20% Recycled Polyester Fleece,320 GSM,,,Relaxed Fit - 320 GSM,18,22.95,WOMEN'S CREW FLEECE,8250,
3,4166,Wo's Relax Faded Hood,80% Cotton  20% Recycled Polyester Fleece,320 GSM,,,Relaxed Fit - 320 GSM,10,26.95,WOMEN'S HOODED FLEECE,8200,
3,4167,Wo's Relax Faded Half Zip,80% Cotton  20% Recycled Polyester Fleece,320 GSM,,,Relaxed Fit - 320 GSM,18,27.95,WOMEN'S ZIP FLEECE,8255,
3,4168,Wo's Relax Crop Hood,80% Cotton  20% Recycled Polyester Fleece,320 GSM,,,Relaxed Fit - 320 GSM,15,23.95,WOMEN'S HOODED FLEECE,8200,
3,4169,Wo's Relax Crop Crew,80% Cotton  20% Recycled Polyester Fleece,320 GSM,,,Relaxed Fit - 320 GSM,24,21.95,WOMEN'S CREW FLEECE,8250,
3,4170,Wo's Relax Faded Zip Hood,80% Cotton  20% Recycled Polyester Fleece,320 GSM,,,Relaxed Fit - 320 GSM,12,30.95,WOMEN'S ZIP FLEECE,8255,
3,4171,Wo's Box Hood,80% Cotton  20% Recycled Polyester Fleece,350 GSM,,,Relaxed Fit - 350 GSM,12,29.5,WOMEN'S HOODED FLEECE,8200,
3,4401,Wo's Oxford Shirt,100% Woven Cotton,145 GSM,,,Light Weight,42,23.5,WOMEN'S SHIRTS,10000,
3,4402,Wo's Amy Polo,100% Combed Cotton (Marles 15% Viscose),180 GSM,,,Mid Weight,60,11.25,WOMEN'S POLO,11900,
3,4411,Wo's Pique Polo,100% Cotton (Marles 15% Polyester),240 GSM,,,Slim Fit - Heavy Weight,60,11.25,WOMEN'S POLO,11900,
3,4425,Wo's Active Work Polo,100% Recycled Polyester,185 GSM,,,Slim Fit - 185 GSM,72,18.5,WOMEN'S POLO,11900,
3,4431,Wo's Quilted Vest,100% Recycled Polyester  100% Recycled Polyester Wadding,,,,Mid Weight - 100% Recycled Polyester,18,44.95,WOMEN'S JACKETS,16000,
3,4511,Wo's College Bomber Jacket,100% Recycled Polyester Body  100% Recyled Polyester Lining,150 GSM,,,Mid Weight - 100% Recycled Polyester,12,55.95,WOMEN'S JACKETS,16000,
3,4522,Wo's Chore Jacket,100% Cotton Drill  Washed Finish,300 GSM,,,Heavy Weight - 100% Cotton Drill,24,40.5,WOMEN'S JACKETS,16000,
3,4524,Wo's Canvas Chore Jacket,100% cotton duck canvas,365 GSM,,,Heavy Weight - Duck Canvas,18,38.95,WOMEN'S JACKETS,16000,
3,4525,Wo's Quilted Jacket,100% recycled polyester quilted lining & 100% recycled polyester wadding,,,,Mid Weight - 100% Recycled Polyester,12,46.95,WOMEN'S JACKETS,16000,
3,4526,Wo's Tech Jacket,100% Recycled Polyester,,,,Waterproof - 100% Recycled Polyester,12,65.95,WOMEN'S JACKETS,16000,
3,4528,Wo's Canvas Heavy Vest,100% cotton duck canvas  polyester blanket lining,470 GSM,,,Heavy Weight - Duck Canvas,16,42.95,WOMEN'S JACKETS,16000,
3,4530,Wo's Rain Jacket,100% Recycled PU,,,,Waterproof - 100% Recycled PU,12,56.95,WOMEN'S JACKETS,16000,
3,4580,Wo's Denim Jacket,100% Cotton Denim,423G/12.5oz,,,Regular Fit - Heavy Weight,15,40.5,WOMEN'S DENIM,16400,
3,4591,Wo's Puffer Jacket,100% recycled polyester outer & lining  80% down 20% feather fill,,,,Down & Feather Fill - 100% Recycled Polyester,6,89.5,WOMEN'S JACKETS,16000,
3,4592,Wo's Puffer Vest,100% recycled polyester outer & lining  80% down 20% feather fill,,,,Down & Feather Fill - 100% Recycled Polyester,8,74.5,WOMEN'S JACKETS,16000,
3,4610,Wo's Maple Active Blend Tee,60% Recycled Polyester  40% Cotton,160 GSM,,,Regular Fit - 160 GSM,96,9.5,WOMEN'S ACTIVE,16500,
3,4611,Wo's Maple Active Blend Racerback,60% Recycled Polyester  40% Cotton,160 GSM,,,Regular Fit - 160 GSM,96,8.25,WOMEN'S ACTIVE,16500,
3,4620,Wo's Active Shorts,93% Recycled Polyester  7% Spandex,125 GSM,,,Regular Fit - Light Weight,60,21.75,WOMEN'S ACTIVE,16500,
3,4621,Wo's Active Bike Shorts,70% Recycled Nylon  30% Elastane,220 GSM,,,Slim Fit - Recycled Nylon,60,21.95,WOMEN'S ACTIVE,16500,
3,4630,Wo's Active Leggings,70% Recycled Nylon  30% Elastane,220 GSM,,,Slim Fit - Recycled Nylon,42,25.75,WOMEN'S ACTIVE,16500,
3,4631,Wo's Active Mid Leggings,70% Recycled Nylon  30% Elastane,220 GSM,,,Mid Length - Recycled Nylon,48,25.75,WOMEN'S ACTIVE,16500,
3,4634,Wo's Active Seamless Leggings,70% Recycled Nylon  30% Elastane,220 GSM,,,Slim Fit - Recycled Nylon,42,25.75,WOMEN'S ACTIVE,16500,
3,4640,Wo's Active Bra Top,70% Recycled Nylon  30% Elastane,220 GSM,,,Slim Fit - Recycled Nylon,72,20.5,WOMEN'S ACTIVE,16500,
3,4641,Wo's Active Bra Tank,70% Recycled Nylon  30% Elastane,220 GSM,,,Slim Fit - Recycled Nylon,72,20.5,WOMEN'S ACTIVE,16500,
3,4642,Wo's Active Crop Tank,70% Recycled Nylon  30% Elastane,220 GSM,,,Slim Fit - Recycled Nylon,102,11.95,WOMEN'S ACTIVE,16500,
3,4830,Wo's Straight Jeans,100% Cotton,456G/13.5oz,,,Regular Fit - Mid Weight,18,35.95,WOMEN'S DENIM,16400,
3,4906,Wo's Terry Skirt,100% Cotton French Terry,350 GSM,,,Relaxed Fit - Heavy Weight,30,14.5,WOMEN'S DRESSES,8500,
3,4919,Wo's Linen Shorts,100% Linen,140 GSM,,,Regular Fit - Light weight,42,24.25,WOMEN'S SHORTS,18000,
3,4921,Wo's Stencil Track Pants,80% Cotton  20% Polyester Anti-Pill Fleece,350 GSM,,,Regular Fit - 350 GSM,12,22.95,WOMEN'S TRACKPANTS,8257,
3,4926,Wo's Relax Cuffless Track Pants,80% Cotton  20% Recycled Polyester,320 GSM,,,Relaxed Fit - 320 GSM,12,23.95,WOMEN'S TRACKPANTS,8257,
3,4927,Wo's Utility Pants,100% Cotton Canvas,320 GSM,,,Relaxed Fit - Heavy Weight,30,30.95,WOMEN'S PANTS,18100,
3,4932,Wo's Relax Track Pants,80% Cotton  20% Recycled Polyester Anti-Pill Fleece,320 GSM,,,Relaxed Fit - 320 GSM,12,23.95,WOMEN'S TRACKPANTS,8257,
3,4933,Wo's Relax Track Shorts,80% Cotton  20% Recycled Polyester,320 GSM,,,Relaxed Fit - 320 GSM,30,17.5,WOMEN'S SHORTS,18000,
3,4938,Wo's Relax Faded Track Pants,80% Cotton  20% Recycled Polyester,320 GSM,,,Relaxed Fit - 320 GSM,12,23.95,WOMEN'S TRACKPANTS,8257,
3,4980,Wo's Canvas Overalls,100% Cotton Duck Canvas,360 GSM,,,Heavy Weight - Duck Canvas,28,34.95,WOMEN'S OVERALLS,15500,
3,4981,Wo's Canvas Coveralls,100% Cotton Duck Canvas,470 GSM,,,Heavy Weight - Duck Canvas,12,50.5,WOMEN'S OVERALLS,15500,
3,5001,Staple Tee,100% Combed Cotton (Marles 15% Viscose),180 GSM,,,Regular Fit - 180 GSM,72,7.95,MEN'S T-SHIRTS,1000,
3,5001,Staple Tee (4XL),100% Combed Cotton (Marles 15% Viscose),180 GSM,,,Regular Fit - 180 GSM,48,9.5,MEN'S T-SHIRTS,1000,
3,5001,Staple Tee (5XL),100% Combed Cotton (Marles 15% Viscose),180 GSM,,,Regular Fit - 180 GSM,48,9.5,MEN'S T-SHIRTS,1000,
3,5001A,Staple Active Tee,100% Recycled Polyester,150 GSM,,,Regular FIt - 180 GSM,72,13.25,MEN'S T-SHIRTS,1000,
3,5001C,Staple Camo Tee,100% Cotton,180 GSM,,,Regular Fit - 180 GSM,72,10.95,MEN'S T-SHIRTS,1000,
3,5001G,Staple Organic Tee,100% Combed Organic Cotton (Marles 15% Viscose),180 GSM,,,Regular Fit - 180 GSM,72,8.25,MEN'S T-SHIRTS,1000,
3,5001M,Staple Marle Tee,80% Cotton  20% Polyester,180 GSM,,,Regular Fit - 180 GSM,72,8.25,MEN'S T-SHIRTS,1000,
3,5001R,Staple Raglan Tee,100% Combed Cotton (Marles 15% Viscose),180 GSM,,,Regular Fit - 180 GSM,72,8.75,MEN'S T-SHIRTS,1000,
3,5001V,Staple V Neck Tee,100% Combed Cotton,180 GSM,,,Regular Fit - 180 GSM,72,8.25,MEN'S T-SHIRTS,1000,
3,5004,Authentic Singlet,100% Combed Cotton (Marles 15% Viscose),150 GSM,,,Regular Fit - 150 GSM,96,7.25,MEN'S SINGLETS / TANKS,1500,
3,5005,Organic Tee,100% Organic Combed Cotton (Marles 15% Viscose),150 GSM,,,Slim Fit - 150 GSM,72,8.5,MEN'S T-SHIRTS,1000,
3,5007,Lowdown Singlet,100% Combed Cotton (Marles 15% Viscose),150 GSM,,,Regular Fit - 150 GSM,96,7.5,MEN'S SINGLETS / TANKS,1500,
3,5012,Raglan Tee,100% Combed Cotton (Marles 15% Viscose),150 GSM,,,Regular Fit - 150 GSM,72,9.95,MEN'S T-SHIRTS,1000,
3,5013,Tall Tee,100% Combed Cotton (Marles 15% Viscose),180 GSM,,,Extra Long Length - 180 GSM,72,9.25,MEN'S T-SHIRTS,1000,
3,5020,Staple L/S Tee,100% Combed Cotton (Marles 15% Viscose),180 GSM,,,Regular Fit - 180 GSM,54,10.95,MEN'S LONGSLEEVES,2500,
3,5020,Staple L/S Tee (4XL),100% Combed Cotton (Marles 15% Viscose),180 GSM,,,Regular Fit - 180 GSM,48,12.95,MEN'S LONGSLEEVES,2500,
3,5020,Staple L/S Tee (5XL),100% Combed Cotton (Marles 15% Viscose),180 GSM,,,Regular Fit - 180 GSM,48,12.95,MEN'S LONGSLEEVES,2500,
3,5020A,Staple Active L/S Tee,100% Recycled Polyester,180 GSM,,,Regular Fit - 180 GSM,48,15.25,MEN'S LONGSLEEVES,2500,
3,5020G,Staple Organic L/S Tee,100% Organic Combed Cotton (Marles 15% Viscose),180 GSM,,,Regular Fit - 180 GSM,54,10.95,MEN'S LONGSLEEVES,2500,
3,5025,Barnard Tank,100% Combed Cotton (Marles 15% Viscose),150 GSM,,,Regular Fit - 150 GSM,96,7.25,MEN'S SINGLETS / TANKS,1500,
3,5026,Classic Tee,100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Regular Fit - 220 GSM,60,10.5,MEN'S T-SHIRTS,1000,
3,5026,Classic Tee (4XL),100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Regular Fit - 220 GSM,36,12.5,MEN'S T-SHIRTS,1000,
3,5026,Classic Tee (5XL),100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Regular Fit - 220 GSM,36,12.5,MEN'S T-SHIRTS,1000,
3,5026G,Classic Organic Tee,100% Organic Combed Cotton,220 GSM,,,Regular Fit - 220 GSM,60,11.95,MEN'S T-SHIRTS,1000,
3,5027,Classic Pocket Tee,100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Regular Fit - 220 GSM,60,10.75,MEN'S T-SHIRTS,1000,
3,5028,Staple Stripe Tee,100% Combed Cotton (Marles 15% Polyester),160 GSM,,,Regular Fit - 160 GSM,72,10.75,MEN'S T-SHIRTS,1000,
3,5029,Base L/S Tee,100% Carded Cotton (Marles 15% Viscose),200 GSM,,,Cuffed Sleeves - Heavy Weight,54,10.5,MEN'S LONGSLEEVES,2500,
3,5029G,Base Organic L/S Tee,100% Organic Combed Cotton,180 GSM,,,Regular Fit - 180 GSM,54,10.95,MEN'S LONGSLEEVES,2500,
3,5030,Box Tee,100% Combed Cotton,240 GSM,,,Relaxed Fit - 240 GSM,48,11.75,MEN'S T-SHIRTS,1000,
3,5031,Box L/S Tee,100% Combed Cotton,240 GSM,,,Landing March,36,11.75,MEN'S LONGSLEEVES,2500,
3,5032,Barnard Stripe,100% Cotton,150 GSM,,,Light Weight,96,7.75,MEN'S SINGLETS / TANKS,1500,
3,5039,Stone Wash Barnard Tank,100% Combed Cotton,140 GSM,,,Regular Fit - 140 GSM,96,10.95,MEN'S SINGLETS / TANKS,1500,
3,5040,Staple Stone Wash Tee,100% Combed Cotton,140 GSM,,,Regular Fit - 140 GSM,72,12.25,MEN'S T-SHIRTS,1000,
3,5044,Classic Stripe Tee,100% Combed Cotton,200 GSM,,,Regular Fit - 200 GSM,72,10.95,MEN'S T-SHIRTS,1000,
3,5045,Wide Stripe Tee,100% Combed Cotton,220 GSM,,,Crew Neck - Heavy Weight,72,10.95,MEN'S T-SHIRTS,1000,
3,5046,Classic Quad Stripe Tee,100% Combed Cotton,200 GSM,,,Regular Fit - 200 GSM,60,10.95,MEN'S T-SHIRTS,1000,
3,5050F,Block Safety Tee,65% Polyester  35% Cotton,200 GSM,,,Certified for Hi-Viz - 200 GSM,72,9.75,MEN'S T-SHIRTS,1000,
3,5050F,Block Safety Tee (4XL),65% Polyester  35% Cotton,200 GSM,,,Certified for Hi-Viz - 200 GSM,48,11.25,MEN'S T-SHIRTS,1000,
3,5050F,Block Safety Tee (5XL),65% Polyester  35% Cotton,200 GSM,,,Certified for Hi-Viz - 200 GSM,48,11.25,MEN'S T-SHIRTS,1000,
3,5050T,Block Tubular Tee,100% Carded Cotton (Marles 15% Viscose),200 GSM,,,Regular Fit - 200 GSM,72,5.25,MEN'S T-SHIRTS,1000,
3,5050T,Block Tubular Tee (4XL),100% Carded Cotton (Marles 15% Viscose),200 GSM,,,Regular Fit - 200 GSM,36,6.75,MEN'S T-SHIRTS,1000,
3,5050T,Block Tubular Tee (5XL),100% Carded Cotton (Marles 15% Viscose),200 GSM,,,Regular Fit - 200 GSM,36,6.75,MEN'S T-SHIRTS,1000,
3,5051,Basic Tee,100% Carded Cotton (Marles 15% Viscose),160 GSM,,,Regular Fit - 160 GSM,72,6.25,MEN'S T-SHIRTS,1000,
3,5051,Basic Tee (4XL),100% Carded Cotton (Marles 15% Viscose),160 GSM,,,Regular Fit - 160 GSM,60,7.75,MEN'S T-SHIRTS,1000,
3,5051,Basic Tee (5XL),100% Carded Cotton (Marles 15% Viscose),160 GSM,,,Regular Fit - 160 GSM,60,7.75,MEN'S T-SHIRTS,1000,
3,5052,Block Oversized Tee,100% Carded Cotton (Marles 15% Viscose),200 GSM,,,Oversized Fit - 200 GSM,42,6.75,MEN'S T-SHIRTS,1000,
3,5053,Staple Ringer Tee,100% Combed Cotton,180 GSM,,,Regular Fit - 180 GSM,72,8.75,MEN'S T-SHIRTS,1000,
3,5054,Block L/S Tee,100% Carded Cotton,200 GSM,,,Regular Fit - 200 GSM,54,7.95,MEN'S LONGSLEEVES,2500,
3,5054F,Block Safety L/S Tee,100% Carded Cotton,200 GSM,,,Certified for Hi-Viz - 200 GSM,54,12.5,MEN'S LONGSLEEVES,2500,
3,5056,General L/S Tee,100% Carded Cotton (Marles 15% Viscose),200 GSM,,,Relaxed Fit - 200 GSM,54,9.75,MEN'S LONGSLEEVES,2500,
3,5063G,Organic Rib Singlet,100% Organic Cotton,330 GSM,,,Regular Fit - 330 GSM,42,15.95,MEN'S SINGLETS / TANKS,1500,
3,5065,Staple Faded Tee,100% Combed Cotton,180 GSM,,,Regular Fit - 180 GSM,72,12.25,MEN'S T-SHIRTS,1000,
3,5069,Classic Oversized Tee,100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Oversized - 220 GSM,42,10.95,MEN'S T-SHIRTS,1000,
3,5070,Classic Plus Tee [+5cm],100% Combed Cotton (Marles 15% Viscose),220 GSM,,,5cm Longer - 220 GSM,60,10.95,MEN'S T-SHIRTS,1000,
3,5071,Classic L/S Tee,100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Regular Fit - 220 GSM,54,13.95,MEN'S LONGSLEEVES,2500,
3,5071,Classic L/S Tee (4XL),100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Regular Fit - 220 GSM,36,15.95,MEN'S LONGSLEEVES,2500,
3,5071,Classic L/S Tee (5XL),100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Regular Fit - 220 GSM,36,15.95,MEN'S LONGSLEEVES,2500,
3,5072,Classic Pocket L/S Tee,100% Combed Cotton,220 GSM,,,Regular Fit - 220 GSM,54,14.5,MEN'S LONGSLEEVES,2500,
3,5073,Classic Tank,100% Combed Cotton,220 GSM,,,Regular Fit - 220 GSM,72,8.95,MEN'S SINGLETS / TANKS,1500,
3,5074,Staple Minus Tee [5cm],100% Combed Cotton,180 GSM,,,5cm Shorter - 180 GSM,72,7.95,MEN'S T-SHIRTS,1000,
3,5075,Staple Plus Tee [+5cm],100% Combed Cotton,180 GSM,,,5cm Longer - 180 GSM,72,8.75,MEN'S T-SHIRTS,1000,
3,5076,Staple Curve Tee,100% Combed Cotton,180 GSM,,,Regular Fit - 180 GSM,72,8.25,MEN'S T-SHIRTS,1000,
3,5077,Staple Recycled Tee,20% Recycled Polyester  80% Recycled Cotton,200 GSM,,,100% Recycled - 200 GSM,72,8.95,MEN'S T-SHIRTS,1000,
